,ID0,Tweet
127,,: 小野田紀美議員に同感。習近平の来日が問題ではなく、国賓待遇の来日が問題なのだ、人権を蔑ろにする独裁者習近平の国賓待遇の来日を画策してたのは外務省が犯人か外務省は中国の工作員に汚染されているのでは、中国工作員に諂う政府は情けない。絶対阻止…
128,,: 山口さん、　この女の面の皮の厚さには負けるよ、ユーラシア大陸プレートより厚いぞ!!山口敬之氏の会見に伊藤詩織さんが取材のため出席「ジャーナリストとして話を聞きたい」 https://t.co/utnM9wm6pU @sharenewsja…
129,,: 立憲民主党のダブルスタンダードに呆れる。                                      それ以上に、オールドメディアよ(産経以外)、反日勢力に阿ね沈黙か、腐り切ってウジがわいているな、初鹿議員について、 立憲民主…
130,,: 【話題】『この場合は、無期懲役なんだって…だったら、裁判員制度意味あるの？』 https://t.co/kWYtpXWRBz @sharenewsjapan1さんから
131,,: デヴィ夫人、一理あり、「一石を投じる」【新幹線殺傷事件】デヴィ夫人「生きている価値のない人間を一生私達の血税で生きさせるなんて絶対反対！」 https://t.co/5WHhkua5Ov @sharenewsjapan1さんから
132,,: 福山氏、支離滅裂、国民民主（繰越金１００億）と立憲民主（繰越金１８億）の合流に、立憲・福山「国民民主が持ってるのは民進党のカネ、民進から離党した時に一銭も貰ってない。僕らの分もある」〜ネットの反応「立憲は民主党・民進党とは関係ない！と言って…
133,,: 韓国のサポーターには、選手を讃えることが出来なく、相手の選手を貶め、貶すことしか出来ないのか、民度無き呆れた国韓国だ。「18日のサッカー日韓戦で『NO JAPAN』のプラカードを https://t.co/fH0wk4HYe6
134,,: 柚木みちよし議員 脳内にウジが沸いているのでは、診察したほうが良いぞ、柚木みちよし議員「伊藤詩織 さんへのもみ消し疑惑は本来なら安倍政権総辞職ものだ&amp;#8230;モリカケ も 桜を見る会 も&amp;#8230;」https://t.co/KJU3…
135,,: 気が付くのが遅すぎる。福沢諭吉先生は１３０年以上前に脱亜論で「韓国との約束は最初から無効なる事を覚悟せよ」と論じている。自民党・岸田政調会長「徴用工法案」に疑問呈す「今後、何を約束してもひっくり返る可能性が出てきてしまう」 https:/…
136,,: 「約束は無効と覚悟せよ」　福沢諭吉が見抜いた韓国の本質｜NEWSポストセブン https://t.co/MLkkmcBJqX #newspostseven
137,,: 「ダメ党」と「間抜けな党」が合流して実態の中身は「アホ、間抜け党」で変わらず、マニフェストは韓国と同様に殆ど反故（前回民主党政権時））するから信用できない。 https://t.co/saeKz96w9q @sharenewsjapan1…
138,,: 無事で良かったですね。ぐらい言え報道ネタの為なら、何でもありか、特亜の在日が蔓延しているTBSはクズ過ぎる。【話題】緊急着陸機搭乗者「ANA緊急着陸で1万円貰えました」→ TBS「取材させて」→ ツイ民「ご無事で何よりですくらい言え」 h…
139,,: 国民民主党「持参金をもって嫁入りしなくてはいけないのか？」⇒立憲・福山幹事長「民進党から離党した時に一銭も貰ってない。でもこの中には僕らの政党交付金もいっぱいある」　ネット「やっぱり金目当てか」 https://t.co/kmnEjZXJnn…
140,,: 旭日旗のデザインは，大漁旗や出産，節句の祝い旗，あるいは海上自衛隊の艦船の旗 ，日本国内で広く使用されている。これに因縁・難癖を付けいる韓国とは永遠に距離を置くべき、相手にする国ではない。さようなら＜韓国/中央日報＞「旭日旗に因縁・難癖。…
141,,: 7.5%も日韓関係が良好と考えている人がいることに驚きを隠せない。日韓関係の史実を鑑みると「非」は韓国側に100% 日本側の「非」は韓国を甘やかした事。メディアを支配している在日韓国人となりすまし帰化人による偏向印象操作報道の尽力で7.5%…
142,,7.5%も日韓関係が良好と考えている人がいることに驚きを隠せない。日韓関係の史実を鑑みると「非」は韓国側に100% 日本側の「非」は韓国を甘やかした事。メディアを支配している在日韓国人となりすまし帰化人による偏向印象操作報道の… https://t.co/XSTkibNrbs
143,,0703: 2人の娘の父親でありながら、2人の女性にセクハラ、強制猥褻「タクシーに同乗したら合意だから(運転手がいても)チャックおろして顔を股間に‥」の初鹿明博を3年近くも(知りながら)放置してきた民進党の蓮舫と立憲民主党の枝野福山の責任は重い。どの…
144,,TTK73618645: @shoetsusato @nipponkairagi 当たり屋と同じ手口ですね
145,,2000: @shoetsusato ここまでのし上がれば批判は当然起こる。まあ騒いでいるのはハフやバズといった朝日の取り巻きなんだけど、国民はもっと冷静に見ていると思う。
146,,1134: @shoetsusato 大変な人とやっちまった山口さん…
147,,3: @shoetsusato 妻子持ちの男と泥酔するまで酒飲むってどう言うこと。君、、なんか変だよ！！　言行不一致、胡散臭い。。。(´・ω・`)
148,,_eternal: @shoetsusato この件、ネットニュースでちらっと見ました。事のあらましより恣意誘導を連想させる内容や上念氏などへのマイナスイメージを連想させる内容のニュースコメントが異様に目立つ感じがします。なにか良からぬ裏事情があると勘繰…
149,,: @shoetsusato 手記まで出していて中国ではベストセラーにも。https://t.co/bDIFxKsgR6
150,,IKRgeVeYeKxCjWK: @shoetsusato @harunpee 本出版しときながらよく言うよなぁ自分で酔っ払って、自分の足でホテルまで付いていってレイプされた？しかも翌日には『お疲れ様でした』とメール妊娠してないことが分かってから妊娠したと山口氏を…
151,,J27518951: @shoetsusato 被害者面したヤクザな恫喝と言ってる人もいるみたい。あれ？これってどっかの汚らしい奴らみたいw
152,,: @shoetsusato 意図したかどうかは分からないが、彼女は、世界の情報を牛耳っているリベラル系マスコミ群側にbetし、勝利したかのように見える。しかし、リベラル系マスコミの信頼度が斜陽傾向にあることは間違いないと思う。CNNの視聴率は料理番…
153,,この件で司法が信用できないな、上級公務員どうしで忖度したと疑われて不思議ではない。私達は最高裁判所裁判官国民審査で裁判官に×を付けるしか出来ないのか、元次官保釈　殺人罪実刑では異例｜BIGLOBEニュース https://t.co/yVlk2aUgTS
154,,: 伊藤氏は訴訟を起こし、自ら社会に晒したら、SNSで賛否両論の意見が拡散されるの当然で、反対意見にはセカンドレイプと咆哮するのは「虫が良すぎる」身勝手である。彼女の面の厚さはユーラシア大陸プレートより厚い。伊藤詩織氏「法的措置」発言 ht…
155,,: 憶測・妄想・捏造のオンパレードで日本を貶めてきた日韓の近代史のFACTを鑑みて、お互い重要なパートではありえない。韓国とは永遠に距離を置くべき国でしかない。毎日新聞よ、韓国と仲良くやってくれ、邪魔しないよ、!! https://t.co…
156,,: 日本企業の経営者の方、韓国から引揚げも検討したら、韓国大統領府「被告の日本企業が出資しなかった場合、問題解決につながらない可能性がある」　韓国国会議長案に否定的見解～ネットの反応「どのみち出資なんかしませんが？」 https://t.co/…
